pond,datetime,temp_C,            DO_mgL,DO_perc
HP-UW,           2021-07-06 14:33:00,28.887,12.424,159.946358
HP-UW,           2021-07-06 15:03:00,28.579,13.507,172.95365
HP-UW,           2021-07-06 15:33:00,28.947,12.629,162.756026
HP-UW,           2021-07-06 16:03:00,29.324,12.615,163.646918
HP-UW,           2021-07-06 16:33:00,29.41,12.979,168.620609
HP-UW,           2021-07-06 17:03:00,29.367,12.672,164.509222
HP-UW,           2021-07-06 17:33:00,29.247,13.165,170.553217
HP-UW,           2021-07-06 18:03:00,29.153,12.905,166.911556
HP-UW,           2021-07-06 18:33:00,29.05,13.552,174.965389
HP-UW,           2021-07-06 19:03:00,28.947,13.141,169.354418
HP-UW,           2021-07-06 19:33:00,28.835,12.8,164.637249
HP-UW,           2021-07-06 20:03:00,28.476,12.137,155.130406
HP-UW,           2021-07-06 20:33:00,27.564,11.562,145.418694
HP-UW,           2021-07-06 21:03:00,27.547,11.246,141.401533
HP-UW,           2021-07-06 21:33:00,27.292,11.085,138.745732
HP-UW,           2021-07-06 22:03:00,27.02,10.988,136.864765
HP-UW,           2021-07-06 22:33:00,26.969,10.832,134.798483
HP-UW,           2021-07-06 23:03:00,26.791,10.704,132.780999
HP-UW,           2021-07-06 23:33:00,26.647,10.662,131.918102
HP-UW,           2021-07-07 00:03:00,26.504,10.6,130.813661
HP-UW,           2021-07-07 00:33:00,26.343,9.477,116.61549
HP-UW,           2021-07-07 01:03:00,26.216,9.7,119.085735
HP-UW,           2021-07-07 01:33:00,26.14,8.193,100.446148
HP-UW,           2021-07-07 02:03:00,26.022,8.784,107.461638
HP-UW,           2021-07-07 02:33:00,25.938,9.179,112.122844
HP-UW,           2021-07-07 03:03:00,25.853,9.455,115.315903
HP-UW,           2021-07-07 03:33:00,25.76,9.959,121.257406
HP-UW,           2021-07-07 04:03:00,25.668,10.136,123.205751
HP-UW,           2021-07-07 04:33:00,25.592,9.91,120.291739
HP-UW,           2021-07-07 05:03:00,25.482,9.57,115.931458
HP-UW,           2021-07-07 05:33:00,25.398,9.433,114.096361
HP-UW,           2021-07-07 06:03:00,25.255,6.855,82.697319
HP-UW,           2021-07-07 06:33:00,25.062,8.717,104.787982
HP-UW,           2021-07-07 07:03:00,24.994,8.494,101.979588
HP-UW,           2021-07-07 07:33:00,24.902,8.421,100.931933
HP-UW,           2021-07-07 08:03:00,24.868,8.103,97.059598
HP-UW,           2021-07-07 08:33:00,24.851,8.254,98.837313
HP-UW,           2021-07-07 09:03:00,24.843,8.148,97.553619
HP-UW,           2021-07-07 09:33:00,24.927,8.103,97.165229
HP-UW,           2021-07-07 10:03:00,25.011,8.462,101.627192
HP-UW,           2021-07-07 10:33:00,25.087,8.627,103.753771
HP-UW,           2021-07-07 11:03:00,25.053,8.443,101.477399
HP-UW,           2021-07-07 11:33:00,25.045,8.606,103.421293
HP-UW,           2021-07-07 12:03:00,25.053,8.59,103.244209
HP-UW,           2021-07-07 12:33:00,25.078,1.708,20.538092
HP-UW,           2021-07-07 13:03:00,25.146,3.078,37.058141
HP-UW,           2021-07-07 13:33:00,25.289,4.18,50.458116
HP-UW,           2021-07-07 14:03:00,25.272,2.877,34.718363
HP-UW,           2021-07-07 14:33:00,25.297,9.399,113.474975
HP-UW,           2021-07-07 15:03:00,25.289,9.509,114.786179
HP-UW,           2021-07-07 15:33:00,25.255,10.143,122.363079
HP-UW,           2021-07-07 16:03:00,25.28,10.12,122.141598
HP-UW,           2021-07-07 16:33:00,25.205,9.881,119.093054
HP-UW,           2021-07-07 17:03:00,25.112,1.793,21.573667
HP-UW,           2021-07-07 17:33:00,24.902,5.339,63.991876
HP-UW,           2021-07-07 18:03:00,24.641,7.104,84.737254
HP-UW,           2021-07-07 18:33:00,24.473,8.079,96.067689
HP-UW,           2021-07-07 19:03:00,24.23,8.672,102.654515
HP-UW,           2021-07-07 19:33:00,24.012,8.99,105.987186
HP-UW,           2021-07-07 20:03:00,23.937,9.109,107.239754
HP-UW,           2021-07-07 20:33:00,23.66,9.071,106.239696
HP-UW,           2021-07-07 21:03:00,23.451,8.94,104.294835
HP-UW,           2021-07-07 21:33:00,23.283,5.815,67.623795
HP-UW,           2021-07-07 22:03:00,23.074,6.893,79.843972
HP-UW,           2021-07-07 22:33:00,22.949,7.541,87.143287
HP-UW,           2021-07-07 23:03:00,22.79,1.138,13.110998
HP-UW,           2021-07-07 23:33:00,22.681,7.732,88.896453
HP-UW,           2021-07-08 00:03:00,22.572,7.559,86.727044
HP-UW,           2021-07-08 00:33:00,22.48,7.61,87.158962
HP-UW,           2021-07-08 01:03:00,22.363,7.556,86.34709
HP-UW,           2021-07-08 01:33:00,22.296,7.549,86.156489
HP-UW,           2021-07-08 02:03:00,22.204,7.364,83.89698
HP-UW,           2021-07-08 02:33:00,22.171,7.553,85.995753
HP-UW,           2021-07-08 03:03:00,22.104,2.245,25.527897
HP-UW,           2021-07-08 03:33:00,22.045,3.185,36.175585
HP-UW,           2021-07-08 04:03:00,21.962,4.503,51.063947
HP-UW,           2021-07-08 04:33:00,21.87,5.797,65.621444
HP-UW,           2021-07-08 05:03:00,21.778,6.591,74.477099
HP-UW,           2021-07-08 05:33:00,21.686,7.002,78.980778
HP-UW,           2021-07-08 06:03:00,21.653,7.228,81.477973
HP-UW,           2021-07-08 06:33:00,21.602,6.216,70.001018
HP-UW,           2021-07-08 07:03:00,21.527,6.708,75.431946
HP-UW,           2021-07-08 07:33:00,21.477,4.259,47.846345
HP-UW,           2021-07-08 08:03:00,21.41,6.803,76.326748
HP-UW,           2021-07-08 08:33:00,21.352,6.718,75.28819
HP-UW,           2021-07-08 09:03:00,21.352,6.662,74.660601
HP-UW,           2021-07-08 09:33:00,21.318,6.683,74.846449
HP-UW,           2021-07-08 10:03:00,21.302,6.72,75.237412
HP-UW,           2021-07-08 10:33:00,21.327,6.711,75.173192
HP-UW,           2021-07-08 11:03:00,21.327,6.746,75.565244
HP-UW,           2021-07-08 11:33:00,21.318,1.275,14.279399
HP-UW,           2021-07-08 12:03:00,21.318,3.009,33.699381
HP-UW,           2021-07-08 12:33:00,21.335,4.616,51.714117
HP-UW,           2021-07-08 13:03:00,21.368,5.821,65.25586
HP-UW,           2021-07-08 13:33:00,21.368,6.707,75.188292
HP-UW,           2021-07-08 14:03:00,21.444,7.191,80.733222
HP-UW,           2021-07-08 14:33:00,21.485,7.509,84.370502
HP-UW,           2021-07-08 15:03:00,21.561,7.658,86.171531
HP-UW,           2021-07-08 15:33:00,21.561,6.744,75.886759
HP-UW,           2021-07-08 16:03:00,21.611,7.156,80.600802
HP-UW,           2021-07-08 16:33:00,21.619,4.79,53.959984
HP-UW,           2021-07-08 17:03:00,21.644,5.802,65.391932
HP-UW,           2021-07-08 17:33:00,21.686,6.521,73.555221
HP-UW,           2021-07-08 18:03:00,21.728,7.042,79.496491
HP-UW,           2021-07-08 18:33:00,21.72,7.395,83.468568
HP-UW,           2021-07-08 19:03:00,21.694,7.048,79.511946
HP-UW,           2021-07-08 19:33:00,21.678,7.34,82.780524
HP-UW,           2021-07-08 20:03:00,21.577,7.619,85.759263
HP-UW,           2021-07-08 20:33:00,21.544,7.759,87.279274
HP-UW,           2021-07-08 21:03:00,21.485,7.862,88.336781
HP-UW,           2021-07-08 21:33:00,21.435,7.933,89.048083
HP-UW,           2021-07-08 22:03:00,21.427,7.98,89.561746
HP-UW,           2021-07-08 22:33:00,21.385,7.97,89.376574
HP-UW,           2021-07-08 23:03:00,21.327,7.933,88.861412
HP-UW,           2021-07-08 23:33:00,21.235,7.883,88.143385
HP-UW,           2021-07-09 00:03:00,21.185,7.812,87.264455
HP-UW,           2021-07-09 00:33:00,21.084,7.729,86.167378
HP-UW,           2021-07-09 01:03:00,21.034,7.645,85.147717
HP-UW,           2021-07-09 01:33:00,20.967,7.541,83.879476
HP-UW,           2021-07-09 02:03:00,20.892,7.457,82.823492
HP-UW,           2021-07-09 02:33:00,20.825,7.391,81.982768
HP-UW,           2021-07-09 03:03:00,20.75,7.331,81.197713
HP-UW,           2021-07-09 03:33:00,20.733,7.243,80.196269
HP-UW,           2021-07-09 04:03:00,20.666,7.163,79.206201
HP-UW,           2021-07-09 04:33:00,20.608,7.078,78.177111
HP-UW,           2021-07-09 05:03:00,20.574,7.006,77.330124
HP-UW,           2021-07-09 05:33:00,20.541,6.915,76.276133
HP-UW,           2021-07-09 06:03:00,20.491,6.786,74.779515
HP-UW,           2021-07-09 06:33:00,20.465,6.679,73.562706
HP-UW,           2021-07-09 07:03:00,20.457,6.624,72.94543
HP-UW,           2021-07-09 07:33:00,20.491,5.407,59.583383
HP-UW,           2021-07-09 08:03:00,20.44,5.66,62.308691
HP-UW,           2021-07-09 08:33:00,20.407,5.879,64.677461
HP-UW,           2021-07-09 09:03:00,20.39,6.109,67.185251
HP-UW,           2021-07-09 09:33:00,20.558,6.352,70.089395
HP-UW,           2021-07-09 10:03:00,20.641,6.649,73.486436
HP-UW,           2021-07-09 10:33:00,20.808,6.895,76.455533
HP-UW,           2021-07-09 11:03:00,21.084,7.03,78.37452
HP-UW,           2021-07-09 11:33:00,21.427,7.144,80.179087
HP-UW,           2021-07-09 12:03:00,21.811,7.159,80.946951
HP-UW,           2021-07-09 12:33:00,22.154,7.234,82.336858
HP-UW,           2021-07-09 13:03:00,22.296,7.377,84.193459
HP-UW,           2021-07-09 13:33:00,22.555,7.448,85.425788
HP-UW,           2021-07-09 14:03:00,22.773,7.631,87.889002
HP-UW,           2021-07-09 14:33:00,23.225,8.128,94.418664
HP-UW,           2021-07-09 15:03:00,23.911,8.645,101.727642
HP-UW,           2021-07-09 15:33:00,24.037,9.795,115.531608
HP-UW,           2021-07-09 16:03:00,23.534,10.032,117.217131
HP-UW,           2021-07-09 16:33:00,23.735,10.031,117.648645
HP-UW,           2021-07-09 17:03:00,23.92,10.185,119.869337
HP-UW,           2021-07-09 17:33:00,24.155,10.401,122.949637
HP-UW,           2021-07-09 18:03:00,24.264,10.543,124.881406
HP-UW,           2021-07-09 18:33:00,24.566,9.717,115.744564
HP-UW,           2021-07-09 19:03:00,24.306,9.93,117.712363
HP-UW,           2021-07-09 19:33:00,24.205,9.939,117.597839
HP-UW,           2021-07-09 20:03:00,24.071,9.901,116.855996
HP-UW,           2021-07-09 20:33:00,23.886,9.89,116.323427
HP-UW,           2021-07-09 21:03:00,23.702,9.953,116.661599
HP-UW,           2021-07-09 21:33:00,23.585,9.906,115.855925
HP-UW,           2021-07-09 22:03:00,23.434,9.782,114.081156
HP-UW,           2021-07-09 22:33:00,23.283,9.504,110.523911
HP-UW,           2021-07-09 23:03:00,23.141,2.353,27.290184
HP-UW,           2021-07-09 23:33:00,22.99,1.689,19.533152
HP-UW,           2021-07-10 00:03:00,22.865,2.502,28.866878
HP-UW,           2021-07-10 00:33:00,22.731,3.083,35.479668
HP-UW,           2021-07-10 01:03:00,22.597,3.327,38.190039
HP-UW,           2021-07-10 01:33:00,22.455,4.186,47.920258
HP-UW,           2021-07-10 02:03:00,22.363,5.117,58.475127
HP-UW,           2021-07-10 02:33:00,22.213,6.009,68.471484
HP-UW,           2021-07-10 03:03:00,22.137,6.607,75.175845
HP-UW,           2021-07-10 03:33:00,22.02,7.077,80.342709
HP-UW,           2021-07-10 04:03:00,21.87,7.481,84.68415
HP-UW,           2021-07-10 04:33:00,21.803,7.842,88.655954
HP-UW,           2021-07-10 05:03:00,21.678,6.015,67.837173
HP-UW,           2021-07-10 05:33:00,21.561,6.869,77.29332
HP-UW,           2021-07-10 06:03:00,21.46,8.867,99.580562
HP-UW,           2021-07-10 06:33:00,21.41,8.842,99.203456
HP-UW,           2021-07-10 07:03:00,21.335,8.81,98.700471
HP-UW,           2021-07-10 07:33:00,21.293,8.93,99.963162
HP-UW,           2021-07-10 08:03:00,21.31,8.921,99.895448
HP-UW,           2021-07-10 08:33:00,21.31,9.058,101.429545
HP-UW,           2021-07-10 09:03:00,21.327,9.109,102.034363
HP-UW,           2021-07-10 09:33:00,21.427,9.32,104.600937
HP-UW,           2021-07-10 10:03:00,21.536,9.55,107.40918
HP-UW,           2021-07-10 10:33:00,21.644,9.784,110.271399
HP-UW,           2021-07-10 11:03:00,21.803,10.045,113.561471
HP-UW,           2021-07-10 11:33:00,21.895,10.021,113.49138
HP-UW,           2021-07-10 12:03:00,22.112,2.359,26.828315
HP-UW,           2021-07-10 12:33:00,22.321,9.513,108.623561
HP-UW,           2021-07-10 13:03:00,22.581,9.897,113.571231
HP-UW,           2021-07-10 13:33:00,23.149,10.303,119.51267
HP-UW,           2021-07-10 14:03:00,23.333,10.573,123.071579
HP-UW,           2021-07-10 14:33:00,23.543,6.131,71.648711
HP-UW,           2021-07-10 15:03:00,23.668,9.211,107.895578
HP-UW,           2021-07-10 15:33:00,23.903,10.476,123.254985
HP-UW,           2021-07-10 16:03:00,24.18,11.038,130.540367
HP-UW,           2021-07-10 16:33:00,24.373,11.214,133.098803
HP-UW,           2021-07-10 17:03:00,24.398,11.293,134.098701
HP-UW,           2021-07-10 17:33:00,24.406,11.319,134.427404
HP-UW,           2021-07-10 18:03:00,24.347,11.428,135.573261
HP-UW,           2021-07-10 18:33:00,24.213,11.498,136.064129
HP-UW,           2021-07-10 19:03:00,24.18,11.543,136.512725
HP-UW,           2021-07-10 19:33:00,24.029,11.493,135.539203
HP-UW,           2021-07-10 20:03:00,23.861,12.039,141.533145
HP-UW,           2021-07-10 20:33:00,23.685,12.108,141.875636
HP-UW,           2021-07-10 21:03:00,23.509,8.704,101.65254
HP-UW,           2021-07-10 21:33:00,23.4,10.647,124.08959
HP-UW,           2021-07-10 22:03:00,23.241,11.415,132.642082
HP-UW,           2021-07-10 22:33:00,23.116,4.675,54.195189
HP-UW,           2021-07-10 23:03:00,22.999,7.115,82.298454
HP-UW,           2021-07-10 23:33:00,22.94,8.618,99.572023
HP-UW,           2021-07-11 00:03:00,22.848,8.855,102.131763
HP-UW,           2021-07-11 00:33:00,22.723,9.2,105.858985
HP-UW,           2021-07-11 01:03:00,22.631,11.367,130.564374
HP-UW,           2021-07-11 01:33:00,22.505,10.75,123.180864
HP-UW,           2021-07-11 02:03:00,22.363,10.394,118.778673
HP-UW,           2021-07-11 02:33:00,22.321,10.602,121.058236
HP-UW,           2021-07-11 03:03:00,22.246,11.241,128.170281
HP-UW,           2021-07-11 03:33:00,22.154,10.612,120.785006
HP-UW,           2021-07-11 04:03:00,22.045,10.141,115.182608
HP-UW,           2021-07-11 04:33:00,21.937,9.991,113.243236
HP-UW,           2021-07-11 05:03:00,21.828,9.657,109.227715
HP-UW,           2021-07-11 05:33:00,21.728,9.485,107.075293
HP-UW,           2021-07-11 06:03:00,21.628,9.496,106.992335
HP-UW,           2021-07-11 06:33:00,21.569,9.909,111.518159
HP-UW,           2021-07-11 07:03:00,21.469,9.801,110.089044
HP-UW,           2021-07-11 07:33:00,21.444,9.761,109.586564
HP-UW,           2021-07-11 08:03:00,21.419,9.967,111.845021
HP-UW,           2021-07-11 08:33:00,21.41,9.82,110.176197
HP-UW,           2021-07-11 09:03:00,21.41,9.694,108.762531
HP-UW,           2021-07-11 09:33:00,21.561,10.06,113.2
HP-UW,           2021-07-11 10:03:00,21.669,10.34,116.594226
HP-UW,           2021-07-11 10:33:00,21.753,10.478,118.342332
HP-UW,           2021-07-11 11:03:00,21.903,10.515,119.10447
HP-UW,           2021-07-11 11:33:00,22.062,10.719,121.787403
HP-UW,           2021-07-11 12:03:00,22.238,11.126,126.839589
HP-UW,           2021-07-11 12:33:00,22.673,12.019,138.16395
HP-UW,           2021-07-11 13:03:00,22.932,11.938,137.910234
HP-UW,           2021-07-11 13:33:00,22.99,11.746,135.841563
HP-UW,           2021-07-11 14:03:00,23.292,12.129,141.074522
HP-UW,           2021-07-11 14:33:00,23.233,12.17,141.3938
HP-UW,           2021-07-11 15:03:00,23.493,12.493,145.859713
HP-UW,           2021-07-11 15:33:00,23.769,13.148,154.30471
HP-UW,           2021-07-11 16:03:00,23.937,13.323,156.850943
HP-UW,           2021-07-11 16:33:00,24.238,13.268,157.082902
HP-UW,           2021-07-11 17:03:00,24.381,13.702,162.653006
HP-UW,           2021-07-11 17:33:00,24.708,13.591,162.315877
HP-UW,           2021-07-11 18:03:00,24.633,13.679,163.140387
HP-UW,           2021-07-11 18:33:00,24.583,14.027,167.135976
HP-UW,           2021-07-11 19:03:00,24.591,13.853,165.087168
HP-UW,           2021-07-11 19:33:00,24.507,13.971,166.234458
HP-UW,           2021-07-11 20:03:00,24.356,14.034,166.516744
HP-UW,           2021-07-11 20:33:00,24.23,14.041,166.209876
HP-UW,           2021-07-11 21:03:00,24.037,8.462,99.80893
HP-UW,           2021-07-11 21:33:00,23.911,11.406,134.216944
HP-UW,           2021-07-11 22:03:00,23.769,12.26,143.883156
HP-UW,           2021-07-11 22:33:00,23.61,12.8,149.773121
HP-UW,           2021-07-11 23:03:00,23.509,12.83,149.839394
HP-UW,           2021-07-11 23:33:00,23.375,12.719,148.16869
HP-UW,           2021-07-12 00:03:00,23.283,12.612,146.667463
HP-UW,           2021-07-12 00:33:00,23.166,12.89,149.569412
HP-UW,           2021-07-12 01:03:00,23.074,12.763,147.838186
HP-UW,           2021-07-12 01:33:00,22.974,12.459,144.043647
HP-UW,           2021-07-12 02:03:00,22.882,12.409,143.215332
HP-UW,           2021-07-12 02:33:00,22.748,8.417,96.895555
HP-UW,           2021-07-12 03:03:00,22.698,8.205,94.365181
HP-UW,           2021-07-12 03:33:00,22.589,6.07,69.665816
HP-UW,           2021-07-12 04:03:00,22.497,7.856,90.005676
HP-UW,           2021-07-12 04:33:00,22.438,9.034,103.385322
HP-UW,           2021-07-12 05:03:00,22.355,9.14,104.432446
HP-UW,           2021-07-12 05:33:00,22.271,9.747,111.188913
HP-UW,           2021-07-12 06:03:00,22.188,10.365,118.050689
HP-UW,           2021-07-12 06:33:00,22.154,10.521,119.74925
HP-UW,           2021-07-12 07:03:00,22.079,10.602,120.497444
HP-UW,           2021-07-12 07:33:00,22.037,10.626,120.672723
HP-UW,           2021-07-12 08:03:00,22.079,10.678,121.361225
HP-UW,           2021-07-12 08:33:00,22.112,10.699,121.677041
HP-UW,           2021-07-12 09:03:00,22.229,10.856,123.740153
HP-UW,           2021-07-12 09:33:00,22.321,11.006,125.671283
HP-UW,           2021-07-12 10:03:00,22.346,11.17,127.604975
HP-UW,           2021-07-12 10:33:00,22.38,11.415,130.488716
HP-UW,           2021-07-12 11:03:00,22.463,11.611,132.940083
HP-UW,           2021-07-12 11:33:00,22.631,11.949,137.249381
HP-UW,           2021-07-12 12:03:00,22.698,12.112,139.299338
HP-UW,           2021-07-12 12:33:00,22.84,8.941,103.107996
HP-UW,           2021-07-12 13:03:00,22.89,10.001,115.441544
HP-UW,           2021-07-12 13:33:00,22.965,9.935,114.843037
HP-UW,           2021-07-12 14:03:00,22.974,10.596,122.504734
HP-UW,           2021-07-12 14:33:00,23.024,11.014,127.458151
HP-UW,           2021-07-12 15:03:00,23.015,11.328,131.069522
HP-UW,           2021-07-12 15:33:00,23.041,11.617,134.479601
HP-UW,           2021-07-12 16:03:00,23.049,11.894,137.707049
HP-UW,           2021-07-12 16:33:00,23.082,12.091,140.075396
HP-UW,           2021-07-12 17:03:00,23.099,12.278,142.287591
HP-UW,           2021-07-12 17:33:00,23.007,12.598,145.741834
HP-UW,           2021-07-12 18:03:00,23.041,12.825,148.463535
HP-UW,           2021-07-12 18:33:00,22.974,13.024,150.575845
HP-UW,           2021-07-12 19:03:00,22.94,13.123,151.622611
HP-UW,           2021-07-12 19:33:00,22.865,13.189,152.168368
HP-UW,           2021-07-12 20:03:00,22.857,13.215,152.445176
HP-UW,           2021-07-12 20:33:00,22.806,13.816,159.22378
HP-UW,           2021-07-12 21:03:00,22.698,13.776,158.436896
HP-UW,           2021-07-12 21:33:00,22.656,13.218,151.897804
HP-UW,           2021-07-12 22:03:00,22.614,13.321,152.958957
HP-UW,           2021-07-12 22:33:00,22.547,6.857,78.635231
HP-UW,           2021-07-12 23:03:00,22.497,10.758,123.2537
HP-UW,           2021-07-12 23:33:00,22.43,5.766,65.976156
HP-UW,           2021-07-13 00:03:00,22.38,7.198,82.282766
HP-UW,           2021-07-13 00:33:00,22.355,8.578,98.011108
HP-UW,           2021-07-13 01:03:00,22.305,9.44,107.756988
HP-UW,           2021-07-13 01:33:00,22.254,4.199,47.884491
HP-UW,           2021-07-13 02:03:00,22.246,5.056,57.648691
HP-UW,           2021-07-13 02:33:00,22.204,5.834,66.465913
HP-UW,           2021-07-13 03:03:00,22.196,6.582,74.976259
HP-UW,           2021-07-13 03:33:00,22.171,7.18,81.748909
HP-UW,           2021-07-13 04:03:00,22.121,7.739,88.028923
HP-UW,           2021-07-13 04:33:00,22.071,8.212,93.319453
HP-UW,           2021-07-13 05:03:00,22.029,10.595,120.302162
HP-UW,           2021-07-13 05:33:00,22.02,10.875,123.460076
HP-UW,           2021-07-13 06:03:00,22.004,10.749,121.992078
HP-UW,           2021-07-13 06:33:00,21.987,10.656,120.897043
HP-UW,           2021-07-13 07:03:00,21.979,10.623,120.504084
HP-UW,           2021-07-13 07:33:00,21.97,10.572,119.904777
HP-UW,           2021-07-13 08:03:00,21.987,10.47,118.786791
HP-UW,           2021-07-13 08:33:00,22.02,10.668,121.110077
HP-UW,           2021-07-13 09:03:00,22.054,11.283,128.175754
HP-UW,           2021-07-13 09:33:00,22.071,11.82,134.320012
HP-UW,           2021-07-13 10:03:00,22.129,12.308,140.021514
HP-UW,           2021-07-13 10:33:00,22.305,12.579,143.588469
HP-UW,           2021-07-13 11:03:00,22.405,12.817,146.58554
HP-UW,           2021-07-13 11:33:00,22.597,13.122,150.625095
HP-UW,           2021-07-13 12:03:00,22.781,5.298,61.028277
HP-UW,           2021-07-13 12:33:00,23.015,8.804,101.865825
HP-UW,           2021-07-13 13:03:00,23.208,10.196,118.403485
HP-UW,           2021-07-13 13:33:00,23.459,11.476,133.900203
HP-UW,           2021-07-13 14:03:00,23.685,12.27,143.773873
HP-UW,           2021-07-13 14:33:00,23.844,12.885,151.430716
HP-UW,           2021-07-13 15:03:00,24.247,14.647,173.438248
HP-UW,           2021-07-13 15:33:00,24.448,14.675,174.420056
HP-UW,           2021-07-13 16:03:00,24.608,15.185,181.017672
HP-UW,           2021-07-13 16:33:00,24.986,15.187,182.309383
HP-UW,           2021-07-13 17:03:00,25.087,15.462,185.955814
HP-UW,           2021-07-13 17:33:00,25.137,16.071,193.457736
HP-UW,           2021-07-13 18:03:00,25.247,16.266,196.200906
HP-UW,           2021-07-13 18:33:00,25.255,15.83,190.969885
HP-UW,           2021-07-13 19:03:00,25.356,15.322,185.183983
HP-UW,           2021-07-13 19:33:00,25.39,8.49,102.675316
HP-UW,           2021-07-13 20:03:00,25.44,9.198,111.339474
HP-UW,           2021-07-13 20:33:00,25.364,10.279,124.251735
HP-UW,           2021-07-13 21:03:00,25.449,15.587,188.707776
HP-UW,           2021-07-13 21:33:00,25.415,15.114,182.867493
HP-UW,           2021-07-13 22:03:00,25.179,15.87,191.185591
HP-UW,           2021-07-13 22:33:00,25.129,15.761,189.698165
HP-UW,           2021-07-13 23:03:00,24.91,14.71,176.336266
HP-UW,           2021-07-13 23:33:00,24.751,14.329,171.265775
HP-UW,           2021-07-14 00:03:00,24.608,13.991,166.784211
HP-UW,           2021-07-14 00:33:00,24.44,13.781,163.770084
HP-UW,           2021-07-14 01:03:00,24.247,13.683,162.023319
HP-UW,           2021-07-14 01:33:00,24.104,13.141,155.191411
HP-UW,           2021-07-14 02:03:00,23.978,12.91,152.105218
HP-UW,           2021-07-14 02:33:00,23.819,12.69,149.069191
HP-UW,           2021-07-14 03:03:00,23.694,12.688,148.6969
HP-UW,           2021-07-14 03:33:00,23.576,12.737,148.940779
HP-UW,           2021-07-14 04:03:00,23.451,9.639,112.449432
HP-UW,           2021-07-14 04:33:00,23.359,10.816,125.961887
HP-UW,           2021-07-14 05:03:00,23.225,11.35,131.846928
HP-UW,           2021-07-14 05:33:00,23.141,11.824,137.135203
HP-UW,           2021-07-14 06:03:00,23.066,12.007,139.060113
HP-UW,           2021-07-14 06:33:00,23.015,12.117,140.198569
HP-UW,           2021-07-14 07:03:00,22.99,12.133,140.317188
HP-UW,           2021-07-14 07:33:00,22.949,12.267,141.756623
HP-UW,           2021-07-14 08:03:00,22.915,12.237,141.318744
HP-UW,           2021-07-14 08:33:00,22.907,6.772,78.194429
HP-UW,           2021-07-14 09:03:00,22.94,8.231,95.100641
HP-UW,           2021-07-14 09:33:00,23.191,9.19,106.686787
HP-UW,           2021-07-14 10:03:00,23.4,9.887,115.231875
HP-UW,           2021-07-14 10:33:00,23.585,8.65,101.166339
HP-UW,           2021-07-14 11:03:00,23.911,9.55,112.376979
HP-UW,           2021-07-14 11:33:00,24.188,10.188,120.505839
HP-UW,           2021-07-14 12:03:00,24.247,10.686,126.535203
HP-UW,           2021-07-14 12:33:00,24.289,9.916,117.50925
HP-UW,           2021-07-14 13:03:00,24.23,10.383,122.908421
HP-UW,           2021-07-14 13:33:00,24.196,10.693,126.497933
HP-UW,           2021-07-14 14:03:00,23.844,13.343,156.813353
HP-UW,           2021-07-14 14:33:00,23.786,12.814,150.432803
HP-UW,           2021-07-14 15:03:00,23.761,11.961,140.353053
HP-UW,           2021-07-14 15:33:00,23.317,10.406,121.091117
HP-UW,           2021-07-14 16:03:00,23.057,9.459,109.531559
HP-UW,           2021-07-14 16:33:00,22.831,7.426,85.622306
HP-UW,           2021-07-14 17:03:00,22.999,8.484,98.133532
HP-UW,           2021-07-14 17:33:00,23.082,9.01,104.381715
HP-UW,           2021-07-14 18:03:00,22.999,8.993,104.021081
HP-UW,           2021-07-14 18:33:00,23.116,9.14,105.955942
HP-UW,           2021-07-14 19:03:00,23.133,9.19,106.569842
HP-UW,           2021-07-14 19:33:00,23.116,9.09,105.376314
HP-UW,           2021-07-14 20:03:00,23.007,8.343,96.517235
HP-UW,           2021-07-14 20:33:00,22.907,7.288,84.15254
HP-UW,           2021-07-14 21:03:00,22.806,3.01,34.689026
HP-UW,           2021-07-14 21:33:00,22.773,6.199,71.396137
HP-UW,           2021-07-14 22:03:00,22.756,8.66,99.708119
HP-UW,           2021-07-14 22:33:00,22.756,8.443,97.209659
HP-UW,           2021-07-14 23:03:00,22.748,8.113,93.395941
HP-UW,           2021-07-14 23:33:00,22.739,7.959,91.60742
HP-UW,           2021-07-15 00:03:00,22.706,5.146,59.192833
HP-UW,           2021-07-15 00:33:00,22.698,6.706,77.125278
HP-UW,           2021-07-15 01:03:00,22.656,7.131,81.94759
HP-UW,           2021-07-15 01:33:00,22.606,7.183,82.466527
HP-UW,           2021-07-15 02:03:00,22.497,7.099,81.332777
HP-UW,           2021-07-15 02:33:00,22.413,5.927,67.79632
HP-UW,           2021-07-15 03:03:00,22.338,6.529,74.575227
HP-UW,           2021-07-15 03:33:00,22.288,6.684,76.272581
HP-UW,           2021-07-15 04:03:00,22.162,6.695,76.213704
HP-UW,           2021-07-15 04:33:00,22.162,6.613,75.280243
HP-UW,           2021-07-15 05:03:00,22.104,6.43,73.115536
HP-UW,           2021-07-15 05:33:00,22.104,6.347,72.171743
HP-UW,           2021-07-15 06:03:00,22.054,6.208,70.523361
HP-UW,           2021-07-15 06:33:00,22.029,5.39,61.201383
HP-UW,           2021-07-15 07:03:00,21.995,5.951,67.52713
HP-UW,           2021-07-15 07:33:00,21.97,6.138,69.615543
HP-UW,           2021-07-15 08:03:00,21.954,6.296,71.385539
HP-UW,           2021-07-15 08:33:00,21.987,6.301,71.487638
HP-UW,           2021-07-15 09:03:00,22.012,6.284,71.329076
HP-UW,           2021-07-15 09:33:00,22.054,6.254,71.045924
